Time (sec) ,  Temperature (C) ,measured,,   ,   ,   ,   ,   ,   ,   ,   ,   ,  
1318,124.6,2.11,,,,,,,,,,,
1319,124.5,2.11,,,,,,,,,,,
1320,124.4,2.12,,,,,,,,,,,
1321,124.3,2.12,,,,,,,,,,,
1322,124.2,2.12,,,,,,,,,,,
1323,124.1,2.11,,,,,,,,,,,
1324,124,2.11,,,,,,,,,,,
1325,123.9,2.11,,,,,,,,,,,
1326,123.7,2.12,,,,,,,,,,,
1327,123.6,2.12,,,,,,,,,,,
1328,123.5,2.12,,,,,,,,,,,
1329,123.4,2.11,,,,,,,,,,,
1330,123.3,2.11,,,,,,,,,,,
1331,123.2,2.11,,,,,,,,,,,
1332,123.1,2.12,,,,,,,,,,,
1333,123,2.12,,,,,,,,,,,
1334,122.9,2.12,,,,,,,,,,,
1335,122.8,2.11,,,,,,,,,,,
1336,122.7,2.11,,,,,,,,,,,
1337,122.6,2.11,,,,,,,,,,,
1338,122.5,2.12,,,,,,,,,,,
1339,122.4,2.12,,,,,,,,,,,
1340,122.2,2.12,,,,,,,,,,,
1341,122.1,2.11,,,,,,,,,,,
1342,122,2.11,,,,,,,,,,,
1343,122,2.11,,,,,,,,,,,
1344,121.8,2.12,,,,,,,,,,,
1345,121.7,2.12,,,,,,,,,,,
1346,121.6,2.12,,,,,,,,,,,
1347,121.5,2.11,,,,,,,,,,,
1348,121.4,2.11,,,,,,,,,,,
1349,121.3,2.11,,,,,,,,,,,
1350,121.2,2.12,,,,,,,,,,,
1351,121.1,2.12,,,,,,,,,,,
1352,121,2.11,,,,,,,,,,,
1353,120.9,2.11,,,,,,,,,,,
1354,120.8,2.11,,,,,,,,,,,
1355,120.7,2.12,,,,,,,,,,,
1356,120.6,2.12,,,,,,,,,,,
1357,120.5,2.12,,,,,,,,,,,
1358,120.4,2.11,,,,,,,,,,,
1359,120.3,2.11,,,,,,,,,,,
1360,120.2,2.11,,,,,,,,,,,
1361,120.1,2.12,,,,,,,,,,,
1362,120,2.12,,,,,,,,,,,
1363,119.9,2.12,,,,,,,,,,,
1364,119.8,2.11,,,,,,,,,,,
1365,119.7,2.11,,,,,,,,,,,
1366,119.6,2.12,,,,,,,,,,,
1367,119.5,2.12,,,,,,,,,,,
1368,119.4,2.12,,,,,,,,,,,
1369,119.3,2.11,,,,,,,,,,,
1370,119.2,2.11,,,,,,,,,,,
1371,119.1,2.11,,,,,,,,,,,
1372,119,2.12,,,,,,,,,,,
1373,118.9,2.12,,,,,,,,,,,
1374,118.8,2.12,,,,,,,,,,,
1375,118.7,2.11,,,,,,,,,,,
1376,118.6,2.11,,,,,,,,,,,
1377,118.5,2.11,,,,,,,,,,,
1378,118.4,2.12,,,,,,,,,,,
1379,118.3,2.12,,,,,,,,,,,
1380,118.2,2.12,,,,,,,,,,,
1381,118.1,2.11,,,,,,,,,,,
1382,118,2.11,,,,,,,,,,,
1383,117.9,2.12,,,,,,,,,,,
1384,117.8,2.12,,,,,,,,,,,
1385,117.7,2.11,,,,,,,,,,,
1386,117.6,2.11,,,,,,,,,,,
1387,117.5,2.11,,,,,,,,,,,
1388,117.4,2.12,,,,,,,,,,,
1389,117.3,2.12,,,,,,,,,,,
1390,117.2,2.12,,,,,,,,,,,
1391,117.1,2.11,,,,,,,,,,,
1392,117,2.11,,,,,,,,,,,
1393,116.9,2.11,,,,,,,,,,,
1394,116.8,2.11,,,,,,,,,,,
1395,116.7,2.12,,,,,,,,,,,
1396,116.6,2.12,,,,,,,,,,,
1397,116.5,2.12,,,,,,,,,,,
1398,116.4,2.11,,,,,,,,,,,
1399,116.3,2.11,,,,,,,,,,,
1400,116.2,2.11,,,,,,,,,,,
1401,116.1,2.12,,,,,,,,,,,
1402,116,2.12,,,,,,,,,,,
1403,115.9,2.12,,,,,,,,,,,
1404,115.9,2.11,,,,,,,,,,,
1405,115.8,2.11,,,,,,,,,,,
1406,115.7,2.11,,,,,,,,,,,
1407,115.6,2.12,,,,,,,,,,,
1408,115.5,2.12,,,,,,,,,,,
1409,115.4,2.12,,,,,,,,,,,
1410,115.3,2.11,,,,,,,,,,,
1411,115.2,2.11,,,,,,,,,,,
1412,115.1,2.11,,,,,,,,,,,
1413,115,2.12,,,,,,,,,,,
1414,114.9,2.12,,,,,,,,,,,
1415,114.8,2.12,,,,,,,,,,,
1416,114.7,2.11,,,,,,,,,,,
1417,114.6,2.11,,,,,,,,,,,
1418,114.5,2.11,,,,,,,,,,,
1419,114.4,2.12,,,,,,,,,,,
1420,114.3,2.12,,,,,,,,,,,
1421,114.2,2.12,,,,,,,,,,,
1422,114.2,2.11,,,,,,,,,,,
1423,114.1,2.11,,,,,,,,,,,
1424,114,2.11,,,,,,,,,,,
1425,113.9,2.12,,,,,,,,,,,
1426,113.8,2.12,,,,,,,,,,,
1427,113.7,2.12,,,,,,,,,,,
1428,113.6,2.11,,,,,,,,,,,
1429,113.5,2.11,,,,,,,,,,,
1430,113.4,2.12,,,,,,,,,,,
1431,113.3,2.12,,,,,,,,,,,
1432,113.2,2.12,,,,,,,,,,,
1433,113.1,2.12,,,,,,,,,,,
1434,113,2.11,,,,,,,,,,,
1435,113,2.11,,,,,,,,,,,
1436,112.9,2.12,,,,,,,,,,,
1437,112.8,2.12,,,,,,,,,,,
1438,112.7,2.12,,,,,,,,,,,
1439,112.6,2.11,,,,,,,,,,,
1440,112.5,2.11,,,,,,,,,,,
1441,112.4,2.11,,,,,,,,,,,
1442,112.3,2.12,,,,,,,,,,,
1443,112.2,2.12,,,,,,,,,,,
1444,112.1,2.11,,,,,,,,,,,
1445,112,2.11,,,,,,,,,,,
1446,112,2.11,,,,,,,,,,,
1447,111.9,2.12,,,,,,,,,,,
1448,111.8,2.12,,,,,,,,,,,
1449,111.7,2.12,,,,,,,,,,,
1450,111.6,2.11,,,,,,,,,,,
1451,111.5,2.11,,,,,,,,,,,
1452,111.4,2.12,,,,,,,,,,,
1453,111.3,2.12,,,,,,,,,,,
1454,111.3,2.12,,,,,,,,,,,
1455,111.1,2.11,,,,,,,,,,,
1456,111.1,2.11,,,,,,,,,,,
1457,111,2.11,,,,,,,,,,,
1458,110.9,2.12,,,,,,,,,,,
1459,110.8,2.12,,,,,,,,,,,
1460,110.7,2.12,,,,,,,,,,,
1461,110.6,2.11,,,,,,,,,,,
1462,110.5,2.11,,,,,,,,,,,
1463,110.5,2.11,,,,,,,,,,,
1464,110.4,2.12,,,,,,,,,,,
1465,110.3,2.12,,,,,,,,,,,
1466,110.2,2.12,,,,,,,,,,,
1467,110.1,2.11,,,,,,,,,,,
1468,110,2.11,,,,,,,,,,,
1469,109.9,2.12,,,,,,,,,,,
1470,109.9,2.12,,,,,,,,,,,
1471,109.8,2.12,,,,,,,,,,,
1472,109.7,2.12,,,,,,,,,,,
1473,109.6,2.11,,,,,,,,,,,
1474,109.5,2.11,,,,,,,,,,,
1475,109.4,2.11,,,,,,,,,,,
1476,109.3,2.12,,,,,,,,,,,
1477,109.3,2.12,,,,,,,,,,,
1478,109.2,2.11,,,,,,,,,,,
1479,109.1,2.11,,,,,,,,,,,
1480,109,2.11,,,,,,,,,,,
1481,108.9,2.12,,,,,,,,,,,
1482,108.8,2.12,,,,,,,,,,,
1483,108.7,2.11,,,,,,,,,,,
1484,108.7,2.11,,,,,,,,,,,
1485,108.6,2.11,,,,,,,,,,,
1486,108.5,2.12,,,,,,,,,,,
1487,108.4,2.12,,,,,,,,,,,
1488,108.3,2.12,,,,,,,,,,,
1489,108.2,2.11,,,,,,,,,,,
1490,108.2,2.11,,,,,,,,,,,
1491,108.1,2.12,,,,,,,,,,,
1492,108,2.12,,,,,,,,,,,
1493,107.9,2.12,,,,,,,,,,,
1494,107.8,2.11,,,,,,,,,,,
1495,107.7,2.11,,,,,,,,,,,
1496,107.7,2.11,,,,,,,,,,,
1497,107.6,2.12,,,,,,,,,,,
1498,107.5,2.12,,,,,,,,,,,
1499,107.4,2.11,,,,,,,,,,,
1500,107.3,2.11,,,,,,,,,,,
1501,107.3,2.11,,,,,,,,,,,
1502,107.2,2.12,,,,,,,,,,,
1503,107.1,2.12,,,,,,,,,,,
1504,107,2.12,,,,,,,,,,,
1505,106.9,2.11,,,,,,,,,,,
1506,106.8,2.11,,,,,,,,,,,
1507,106.8,2.12,,,,,,,,,,,
1508,106.7,2.12,,,,,,,,,,,
1509,106.6,2.12,,,,,,,,,,,
1510,106.5,2.11,,,,,,,,,,,
1511,106.4,2.11,,,,,,,,,,,
1512,106.4,2.12,,,,,,,,,,,
1513,106.3,2.12,,,,,,,,,,,
1514,106.2,2.12,,,,,,,,,,,
1515,106.1,2.11,,,,,,,,,,,
1516,106,2.11,,,,,,,,,,,
1517,105.9,2.12,,,,,,,,,,,
1518,105.9,2.12,,,,,,,,,,,
1519,105.8,2.11,,,,,,,,,,,
1520,105.7,2.11,,,,,,,,,,,
1521,105.6,2.11,,,,,,,,,,,
1522,105.5,2.11,,,,,,,,,,,
1523,105.5,2.12,,,,,,,,,,,
1524,105.4,2.12,,,,,,,,,,,
1525,105.3,2.12,,,,,,,,,,,
1526,105.2,2.12,,,,,,,,,,,
1527,105.1,2.11,,,,,,,,,,,
1528,105.1,2.11,,,,,,,,,,,
1529,105,2.11,,,,,,,,,,,
1530,104.9,2.12,,,,,,,,,,,
1531,104.8,2.12,,,,,,,,,,,
1532,104.8,2.12,,,,,,,,,,,
1533,104.7,2.11,,,,,,,,,,,
1534,104.6,2.11,,,,,,,,,,,
1535,104.5,2.11,,,,,,,,,,,
1536,104.5,2.11,,,,,,,,,,,
1537,104.4,2.12,,,,,,,,,,,
1538,104.3,2.12,,,,,,,,,,,
1539,104.2,2.12,,,,,,,,,,,
1540,104.1,2.11,,,,,,,,,,,
1541,104.1,2.11,,,,,,,,,,,
1542,104,2.11,,,,,,,,,,,
1543,103.9,2.12,,,,,,,,,,,
1544,103.8,2.12,,,,,,,,,,,
1545,103.8,2.12,,,,,,,,,,,
1546,103.7,2.11,,,,,,,,,,,
1547,103.6,2.11,,,,,,,,,,,
1548,103.5,2.12,,,,,,,,,,,
1549,103.5,2.12,,,,,,,,,,,
1550,103.4,2.11,,,,,,,,,,,
1551,103.3,2.11,,,,,,,,,,,
1552,103.2,2.11,,,,,,,,,,,
1553,103.1,2.12,,,,,,,,,,,
1554,103.1,2.12,,,,,,,,,,,
1555,103,2.12,,,,,,,,,,,
1556,102.9,2.11,,,,,,,,,,,
1557,102.9,2.11,,,,,,,,,,,
1558,102.8,2.11,,,,,,,,,,,
1559,102.7,2.12,,,,,,,,,,,
1560,102.6,2.12,,,,,,,,,,,
1561,102.5,2.12,,,,,,,,,,,
1562,102.5,2.11,,,,,,,,,,,
1563,102.4,2.11,,,,,,,,,,,
1564,102.3,2.11,,,,,,,,,,,
1565,102.2,2.12,,,,,,,,,,,
1566,102.2,2.12,,,,,,,,,,,
1567,102.1,2.11,,,,,,,,,,,
1568,102,2.11,,,,,,,,,,,
1569,102,2.11,,,,,,,,,,,
1570,101.9,2.12,,,,,,,,,,,
1571,101.8,2.12,,,,,,,,,,,
1572,101.7,2.12,,,,,,,,,,,
1573,101.7,2.11,,,,,,,,,,,
1574,101.6,2.11,,,,,,,,,,,
1575,101.5,2.11,,,,,,,,,,,
1576,101.4,2.12,,,,,,,,,,,
1577,101.3,2.12,,,,,,,,,,,
1578,101.3,2.12,,,,,,,,,,,
1579,101.2,2.11,,,,,,,,,,,
1580,101.1,2.11,,,,,,,,,,,
1581,101.1,2.12,,,,,,,,,,,
1582,101,2.12,,,,,,,,,,,
1583,100.9,2.12,,,,,,,,,,,
1584,100.8,2.11,,,,,,,,,,,
1585,100.8,2.11,,,,,,,,,,,
1586,100.7,2.11,,,,,,,,,,,
1587,100.6,2.12,,,,,,,,,,,
1588,100.5,2.12,,,,,,,,,,,
1589,100.5,2.12,,,,,,,,,,,
1590,100.4,2.11,,,,,,,,,,,
1591,100.3,2.11,,,,,,,,,,,
1592,100.3,2.11,,,,,,,,,,,
1593,100.2,2.12,,,,,,,,,,,
1594,100.1,2.12,,,,,,,,,,,
1595,100,2.12,,,,,,,,,,,
1596,100,2.11,,,,,,,,,,,
1597,99.9,2.11,,,,,,,,,,,
1598,99.8,2.11,,,,,,,,,,,
1599,99.8,2.12,,,,,,,,,,,
1600,99.7,2.12,,,,,,,,,,,
1601,99.6,2.11,,,,,,,,,,,
1602,99.6,2.11,,,,,,,,,,,
1603,99.5,2.11,,,,,,,,,,,
1604,99.4,2.12,,,,,,,,,,,
1605,99.4,2.12,,,,,,,,,,,
1606,99.3,2.12,,,,,,,,,,,
1607,99.2,2.11,,,,,,,,,,,
1608,99.1,2.11,,,,,,,,,,,
1609,99.1,2.12,,,,,,,,,,,
1610,99,2.12,,,,,,,,,,,
1611,98.9,2.12,,,,,,,,,,,
1612,98.9,2.11,,,,,,,,,,,
1613,98.8,2.11,,,,,,,,,,,
1614,98.7,2.12,,,,,,,,,,,
1615,98.7,2.12,,,,,,,,,,,
1616,98.6,2.12,,,,,,,,,,,
1617,98.5,2.11,,,,,,,,,,,
1618,98.4,2.11,,,,,,,,,,,
1619,98.4,2.11,,,,,,,,,,,
1620,98.3,2.12,,,,,,,,,,,
1621,98.2,2.12,,,,,,,,,,,
1622,98.2,2.12,,,,,,,,,,,
1623,98.1,2.11,,,,,,,,,,,
1624,98,2.11,,,,,,,,,,,
1625,98,2.11,,,,,,,,,,,
1626,97.9,2.12,,,,,,,,,,,
1627,97.8,2.12,,,,,,,,,,,
1628,97.8,2.11,,,,,,,,,,,
1629,97.7,2.11,,,,,,,,,,,
1630,97.6,2.11,,,,,,,,,,,
1631,97.6,2.12,,,,,,,,,,,
1632,97.5,2.12,,,,,,,,,,,
1633,97.4,2.11,,,,,,,,,,,
1634,97.4,2.11,,,,,,,,,,,
1635,97.3,2.11,,,,,,,,,,,
1636,97.2,2.12,,,,,,,,,,,
1637,97.2,2.12,,,,,,,,,,,
1638,97.1,2.11,,,,,,,,,,,
1639,97,2.11,,,,,,,,,,,
1640,97,2.11,,,,,,,,,,,
1641,96.9,2.12,,,,,,,,,,,
1642,96.8,2.12,,,,,,,,,,,
1643,96.8,2.11,,,,,,,,,,,
1644,96.7,2.11,,,,,,,,,,,
1645,96.6,2.12,,,,,,,,,,,
1646,96.6,2.12,,,,,,,,,,,
1647,96.5,2.11,,,,,,,,,,,
1648,96.4,2.11,,,,,,,,,,,
1649,96.4,2.11,,,,,,,,,,,
1650,96.3,2.12,,,,,,,,,,,
1651,96.2,2.12,,,,,,,,,,,
1652,96.2,2.11,,,,,,,,,,,
1653,96.1,2.11,,,,,,,,,,,
1654,96,2.11,,,,,,,,,,,
1655,96,2.11,,,,,,,,,,,
1656,95.9,2.12,,,,,,,,,,,
1657,95.8,2.12,,,,,,,,,,,
1658,95.8,2.12,,,,,,,,,,,
1659,95.7,2.11,,,,,,,,,,,
1660,95.6,2.11,,,,,,,,,,,
1661,95.6,2.12,,,,,,,,,,,
1662,95.5,2.12,,,,,,,,,,,
1663,95.4,2.12,,,,,,,,,,,
1664,95.4,2.11,,,,,,,,,,,
1665,95.3,2.11,,,,,,,,,,,
1666,95.2,2.11,,,,,,,,,,,
1667,95.2,2.12,,,,,,,,,,,
1668,95.1,2.12,,,,,,,,,,,
1669,95.1,2.12,,,,,,,,,,,
1670,95,2.11,,,,,,,,,,,
1671,94.9,2.11,,,,,,,,,,,
1672,94.9,2.12,,,,,,,,,,,
1673,94.8,2.12,,,,,,,,,,,
1674,94.7,2.12,,,,,,,,,,,
1675,94.7,2.11,,,,,,,,,,,
1676,94.6,2.11,,,,,,,,,,,
1677,94.6,2.11,,,,,,,,,,,
1678,94.5,2.12,,,,,,,,,,,
1679,94.4,2.12,,,,,,,,,,,
1680,94.4,2.11,,,,,,,,,,,
1681,94.3,2.11,,,,,,,,,,,
1682,94.2,2.11,,,,,,,,,,,
1683,94.2,2.12,,,,,,,,,,,
1684,94.1,2.12,,,,,,,,,,,
1685,94,2.12,,,,,,,,,,,
1686,94,2.11,,,,,,,,,,,
1687,93.9,2.11,,,,,,,,,,,
1688,93.9,2.11,,,,,,,,,,,
1689,93.8,2.12,,,,,,,,,,,
1690,93.7,2.12,,,,,,,,,,,
1691,93.7,2.11,,,,,,,,,,,
1692,93.6,2.11,,,,,,,,,,,
1693,93.6,2.11,,,,,,,,,,,
1694,93.5,2.12,,,,,,,,,,,
1695,93.4,2.12,,,,,,,,,,,
1696,93.4,2.11,,,,,,,,,,,
1697,93.3,2.11,,,,,,,,,,,
1698,93.2,2.11,,,,,,,,,,,
1699,93.2,2.12,,,,,,,,,,,
1700,93.1,2.12,,,,,,,,,,,
1701,93.1,2.11,,,,,,,,,,,
1702,93,2.11,,,,,,,,,,,
1703,92.9,2.11,,,,,,,,,,,
1704,92.9,2.12,,,,,,,,,,,
1705,92.8,2.12,,,,,,,,,,,
1706,92.7,2.11,,,,,,,,,,,
1707,92.7,2.11,,,,,,,,,,,
1708,92.6,2.11,,,,,,,,,,,
1709,92.6,2.12,,,,,,,,,,,
1710,92.5,2.11,,,,,,,,,,,
1711,92.5,2.11,,,,,,,,,,,
1712,92.4,2.11,,,,,,,,,,,
1713,92.3,2.12,,,,,,,,,,,
1714,92.3,2.12,,,,,,,,,,,
1715,92.2,2.11,,,,,,,,,,,
1716,92.2,2.11,,,,,,,,,,,
1717,92.1,2.12,,,,,,,,,,,
1718,92,2.12,,,,,,,,,,,
1719,92,2.12,,,,,,,,,,,
1720,91.9,2.11,,,,,,,,,,,
1721,91.9,2.11,,,,,,,,,,,
1722,91.8,2.11,,,,,,,,,,,
1723,91.7,2.12,,,,,,,,,,,
1724,91.7,2.12,,,,,,,,,,,
1725,91.6,2.11,,,,,,,,,,,
1726,91.6,2.11,,,,,,,,,,,
1727,91.5,2.11,,,,,,,,,,,
1728,91.4,2.12,,,,,,,,,,,
1729,91.4,2.12,,,,,,,,,,,
1730,91.3,2.12,,,,,,,,,,,
1731,91.3,2.11,,,,,,,,,,,
1732,91.2,2.11,,,,,,,,,,,
1733,91.2,2.12,,,,,,,,,,,
1734,91.1,2.12,,,,,,,,,,,
1735,91,2.11,,,,,,,,,,,
1736,91,2.11,,,,,,,,,,,
1737,90.9,2.11,,,,,,,,,,,
1738,90.9,2.12,,,,,,,,,,,
1739,90.8,2.12,,,,,,,,,,,
1740,90.7,2.11,,,,,,,,,,,
1741,90.7,2.11,,,,,,,,,,,
1742,90.6,2.11,,,,,,,,,,,
1743,90.6,2.12,,,,,,,,,,,
1744,90.5,2.12,,,,,,,,,,,
1745,90.5,2.11,,,,,,,,,,,
1746,90.4,2.11,,,,,,,,,,,
1747,90.4,2.12,,,,,,,,,,,
1748,90.3,2.12,,,,,,,,,,,
1749,90.2,2.12,,,,,,,,,,,
1750,90.2,2.11,,,,,,,,,,,
1751,90.1,2.11,,,,,,,,,,,
1752,90.1,2.12,,,,,,,,,,,
1753,90,2.12,,,,,,,,,,,
1754,90,2.12,,,,,,,,,,,
1755,89.9,2.11,,,,,,,,,,,
1756,89.8,2.11,,,,,,,,,,,
1757,89.8,2.12,,,,,,,,,,,
1758,89.7,2.12,,,,,,,,,,,
1759,89.7,2.12,,,,,,,,,,,
1760,89.6,2.11,,,,,,,,,,,
1761,89.6,2.11,,,,,,,,,,,
1762,89.5,2.12,,,,,,,,,,,
1763,89.4,2.12,,,,,,,,,,,
1764,89.4,2.11,,,,,,,,,,,
1765,89.3,2.11,,,,,,,,,,,
1766,89.3,2.11,,,,,,,,,,,
1767,89.2,2.12,,,,,,,,,,,
1768,89.2,2.12,,,,,,,,,,,
1769,89.1,2.11,,,,,,,,,,,
1770,89.1,2.11,,,,,,,,,,,
1771,89,2.12,,,,,,,,,,,
1772,88.9,2.12,,,,,,,,,,,
1773,88.9,2.12,,,,,,,,,,,
1774,88.8,2.11,,,,,,,,,,,
1775,88.8,2.11,,,,,,,,,,,
1776,88.7,2.12,,,,,,,,,,,
1777,88.6,2.12,,,,,,,,,,,
1778,88.6,2.11,,,,,,,,,,,
1779,88.6,2.11,,,,,,,,,,,
1780,88.5,2.12,,,,,,,,,,,
1781,88.4,2.12,,,,,,,,,,,
1782,88.4,2.12,,,,,,,,,,,
1783,88.3,2.11,,,,,,,,,,,
1784,88.3,2.11,,,,,,,,,,,
1785,88.2,2.11,,,,,,,,,,,
1786,88.2,2.11,,,,,,,,,,,
1787,88.1,2.12,,,,,,,,,,,
1788,88.1,2.12,,,,,,,,,,,
1789,88,2.12,,,,,,,,,,,
1790,88,2.12,,,,,,,,,,,
1791,87.9,2.11,,,,,,,,,,,
1792,87.9,2.11,,,,,,,,,,,
1793,87.8,2.11,,,,,,,,,,,
1794,87.7,2.12,,,,,,,,,,,
1795,87.7,2.12,,,,,,,,,,,
1796,87.6,2.12,,,,,,,,,,,
1797,87.6,2.11,,,,,,,,,,,
1798,87.5,2.11,,,,,,,,,,,
1799,87.5,2.11,,,,,,,,,,,
1800,87.4,2.11,,,,,,,,,,,
1801,87.4,2.12,,,,,,,,,,,
1802,87.3,2.12,,,,,,,,,,,
1803,87.3,2.12,,,,,,,,,,,
1804,87.2,2.11,,,,,,,,,,,
1805,87.2,2.11,,,,,,,,,,,
1806,87.1,2.11,,,,,,,,,,,
1807,87.1,2.11,,,,,,,,,,,
1808,87,2.12,,,,,,,,,,,
1809,87,2.12,,,,,,,,,,,
1810,86.9,2.12,,,,,,,,,,,
1811,86.8,2.11,,,,,,,,,,,
1812,86.8,2.11,,,,,,,,,,,
1813,86.7,2.11,,,,,,,,,,,
1814,86.7,2.12,,,,,,,,,,,
1815,86.6,2.12,,,,,,,,,,,
1816,86.6,2.12,,,,,,,,,,,
1817,86.5,2.12,,,,,,,,,,,
1818,86.5,2.11,,,,,,,,,,,
1819,86.4,2.11,,,,,,,,,,,
1820,86.4,2.11,,,,,,,,,,,
1821,86.3,2.12,,,,,,,,,,,
1822,86.3,2.12,,,,,,,,,,,
1823,86.2,2.11,,,,,,,,,,,
1824,86.2,2.11,,,,,,,,,,,
1825,86.1,2.11,,,,,,,,,,,
1826,86.1,2.11,,,,,,,,,,,
1827,86,2.12,,,,,,,,,,,
1828,86,2.12,,,,,,,,,,,
1829,85.9,2.11,,,,,,,,,,,
1830,85.9,2.11,,,,,,,,,,,
1831,85.8,2.11,,,,,,,,,,,
1832,85.8,2.11,,,,,,,,,,,
1833,85.7,2.12,,,,,,,,,,,
1834,85.6,2.12,,,,,,,,,,,
1835,85.6,2.12,,,,,,,,,,,
1836,85.6,2.11,,,,,,,,,,,
1837,85.5,2.11,,,,,,,,,,,
1838,85.4,2.11,,,,,,,,,,,
1839,85.4,2.12,,,,,,,,,,,
1840,85.4,2.12,,,,,,,,,,,
1841,85.3,2.12,,,,,,,,,,,
1842,85.3,2.11,,,,,,,,,,,
1843,85.2,2.11,,,,,,,,,,,
1844,85.2,2.11,,,,,,,,,,,
1845,85.1,2.12,,,,,,,,,,,
1846,85.1,2.12,,,,,,,,,,,
1847,85,2.12,,,,,,,,,,,
1848,84.9,2.11,,,,,,,,,,,
1849,84.9,2.11,,,,,,,,,,,
1850,84.8,2.11,,,,,,,,,,,
1851,84.8,2.11,,,,,,,,,,,
1852,84.8,2.12,,,,,,,,,,,
1853,84.7,2.12,,,,,,,,,,,
1854,84.6,2.11,,,,,,,,,,,
1855,84.6,2.11,,,,,,,,,,,
1856,84.6,2.11,,,,,,,,,,,
1857,84.5,2.11,,,,,,,,,,,
1858,84.5,2.12,,,,,,,,,,,
1859,84.4,2.12,,,,,,,,,,,
1860,84.3,2.12,,,,,,,,,,,
1861,84.3,2.11,,,,,,,,,,,
1862,84.3,2.11,,,,,,,,,,,
1863,84.2,2.11,,,,,,,,,,,
1864,84.2,2.12,,,,,,,,,,,
1865,84.1,2.12,,,,,,,,,,,
1866,84,2.12,,,,,,,,,,,
1867,84,2.11,,,,,,,,,,,
1868,84,2.11,,,,,,,,,,,
1869,83.9,2.11,,,,,,,,,,,
1870,83.9,2.12,,,,,,,,,,,
1871,83.8,2.12,,,,,,,,,,,
1872,83.8,2.12,,,,,,,,,,,
1873,83.7,2.11,,,,,,,,,,,
1874,83.7,2.11,,,,,,,,,,,
1875,83.6,2.11,,,,,,,,,,,
1876,83.6,2.12,,,,,,,,,,,
1877,83.5,2.12,,,,,,,,,,,
1878,83.5,2.12,,,,,,,,,,,
1879,83.4,2.11,,,,,,,,,,,
1880,83.4,2.11,,,,,,,,,,,
1881,83.3,2.11,,,,,,,,,,,
1882,83.3,2.12,,,,,,,,,,,
1883,83.2,2.12,,,,,,,,,,,
1884,83.2,2.12,,,,,,,,,,,
1885,83.1,2.11,,,,,,,,,,,
1886,83.1,2.11,,,,,,,,,,,
1887,83,2.11,,,,,,,,,,,
1888,83,2.12,,,,,,,,,,,
1889,83,2.12,,,,,,,,,,,
1890,82.9,2.12,,,,,,,,,,,
1891,82.9,2.12,,,,,,,,,,,
1892,82.8,2.11,,,,,,,,,,,
1893,82.8,2.11,,,,,,,,,,,
1894,82.7,2.11,,,,,,,,,,,
1895,82.7,2.12,,,,,,,,,,,
1896,82.6,2.12,,,,,,,,,,,
1897,82.6,2.11,,,,,,,,,,,
1898,82.5,2.11,,,,,,,,,,,
1899,82.5,2.11,,,,,,,,,,,
1900,82.4,2.11,,,,,,,,,,,
1901,82.4,2.12,,,,,,,,,,,
1902,82.3,2.12,,,,,,,,,,,
1903,82.3,2.11,,,,,,,,,,,
1904,82.2,2.11,,,,,,,,,,,
1905,82.2,2.11,,,,,,,,,,,
1906,82.1,2.12,,,,,,,,,,,
1907,82.1,2.12,,,,,,,,,,,
1908,82,2.11,,,,,,,,,,,
1909,82,2.11,,,,,,,,,,,
1910,82,2.12,,,,,,,,,,,
1911,81.9,2.12,,,,,,,,,,,
1912,81.9,2.11,,,,,,,,,,,
1913,81.8,2.11,,,,,,,,,,,
1914,81.8,2.11,,,,,,,,,,,
1915,81.7,2.11,,,,,,,,,,,
1916,81.7,2.11,,,,,,,,,,,
1917,81.6,2.12,,,,,,,,,,,
1918,81.6,2.12,,,,,,,,,,,
1919,81.6,2.12,,,,,,,,,,,
1920,81.5,2.12,,,,,,,,,,,
1921,81.5,2.11,,,,,,,,,,,
1922,81.4,2.11,,,,,,,,,,,
1923,81.4,2.11,,,,,,,,,,,
1924,81.3,2.12,,,,,,,,,,,
1925,81.3,2.12,,,,,,,,,,,
1926,81.2,2.12,,,,,,,,,,,
1927,81.2,2.11,,,,,,,,,,,
1928,81.1,2.11,,,,,,,,,,,
1929,81.1,2.11,,,,,,,,,,,
1930,81.1,2.11,,,,,,,,,,,
1931,81,2.12,,,,,,,,,,,
1932,81,2.12,,,,,,,,,,,
1933,80.9,2.12,,,,,,,,,,,
1934,80.9,2.11,,,,,,,,,,,
1935,80.8,2.11,,,,,,,,,,,
1936,80.8,2.11,,,,,,,,,,,
1937,80.8,2.12,,,,,,,,,,,
1938,80.7,2.12,,,,,,,,,,,
1939,80.7,2.11,,,,,,,,,,,
1940,80.6,2.11,,,,,,,,,,,
1941,80.6,2.11,,,,,,,,,,,
1942,80.5,2.12,,,,,,,,,,,
1943,80.5,2.12,,,,,,,,,,,
1944,80.4,2.12,,,,,,,,,,,
1945,80.4,2.11,,,,,,,,,,,
1946,80.4,2.11,,,,,,,,,,,
1947,80.3,2.11,,,,,,,,,,,
1948,80.3,2.11,,,,,,,,,,,
1949,80.2,2.12,,,,,,,,,,,
1950,80.2,2.12,,,,,,,,,,,
1951,80.1,2.12,,,,,,,,,,,
1952,80.1,2.11,,,,,,,,,,,
1953,80.1,2.11,,,,,,,,,,,
1954,80,2.11,,,,,,,,,,,
1955,80,2.12,,,,,,,,,,,
1956,79.9,2.12,,,,,,,,,,,
1957,79.9,2.11,,,,,,,,,,,
