Frequency (Hz),VS0 (Air core) RMS (V),VS1 (N1) RMS (V),VS2 (N2) RMS (V)
4450,1.84,2.15,2.21
4500,1.84,2.15,2.21
4550,1.85,2.15,2.21
4600,1.85,2.15,2.21
4650,1.85,2.15,2.2
4700,1.85,2.15,2.2
4750,1.85,2.15,2.2
4800,1.85,2.15,2.2
4850,1.85,2.16,2.2
4900,1.85,2.16,2.2
4950,1.85,2.16,2.2
5000,1.85,2.16,2.2
5050,1.85,2.16,2.19
5100,1.85,2.16,2.19
5150,1.85,2.16,2.19
5200,1.85,2.16,2.19
5250,1.85,2.16,2.19
5300,1.85,2.16,2.19
5350,1.85,2.16,2.19
5400,1.85,2.16,2.19
5450,1.85,2.16,2.18
5500,1.86,2.16,2.18
5550,1.86,2.16,2.18
5600,1.86,2.16,2.18
5650,1.86,2.16,2.18
5700,1.86,2.16,2.18
5750,1.86,2.16,2.18
5800,1.86,2.16,2.18
5850,1.86,2.16,2.17
5900,1.86,2.16,2.17
5950,1.86,2.16,2.17
6000,1.86,2.16,2.17
6050,1.86,2.16,2.17
6100,1.86,2.17,2.17
6150,1.86,2.17,2.17
6200,1.86,2.17,2.17
6250,1.86,2.17,2.17
6300,1.86,2.17,2.17
6350,1.86,2.17,2.16
6400,1.86,2.17,2.16
6450,1.86,2.17,2.16
6500,1.87,2.17,2.16
6550,1.87,2.17,2.16
6600,1.87,2.17,2.16
6650,1.87,2.17,2.16
6700,1.87,2.17,2.16
6750,1.87,2.17,2.16
6800,1.87,2.17,2.16
6850,1.87,2.17,2.15
6900,1.87,2.17,2.15
6950,1.87,2.17,2.15
7000,1.87,2.17,2.15
7050,1.87,2.17,2.15
7100,1.87,2.17,2.15
7150,1.87,2.17,2.15
7200,1.87,2.17,2.15
7250,1.87,2.17,2.15
7300,1.87,2.17,2.15
7350,1.87,2.17,2.15
7400,1.88,2.17,2.14
7450,1.88,2.17,2.14
7500,1.88,2.17,2.14
7550,1.88,2.17,2.14
7600,1.88,2.17,2.14
7650,1.88,2.18,2.14
7700,1.88,2.18,2.14
7750,1.88,2.18,2.14
7800,1.88,2.18,2.14
7850,1.88,2.18,2.14
7900,1.88,2.18,2.13
7950,1.88,2.18,2.13
8000,1.88,2.18,2.13
8050,1.88,2.18,2.13
8100,1.88,2.18,2.13
8150,1.88,2.18,2.13
8200,1.88,2.18,2.13
8250,1.88,2.18,2.13
8300,1.89,2.18,2.13
8350,1.89,2.18,2.13
8400,1.89,2.18,2.13
8450,1.89,2.18,2.12
8500,1.89,2.18,2.12
8550,1.89,2.18,2.12
8600,1.89,2.18,2.12
8650,1.89,2.18,2.12
8700,1.89,2.18,2.12
8750,1.89,2.18,2.12
8800,1.89,2.18,2.12
8850,1.89,2.18,2.12
8900,1.89,2.18,2.12
8950,1.89,2.18,2.12
9000,1.89,2.18,2.12
9050,1.89,2.18,2.11
9100,1.89,2.18,2.11
9150,1.89,2.18,2.11
9200,1.89,2.18,2.11
9250,1.9,2.18,2.11
9300,1.9,2.18,2.11
9350,1.9,2.18,2.11
9400,1.9,2.18,2.11
9450,1.9,2.18,2.11
9500,1.9,2.18,2.11
9550,1.9,2.18,2.11
9600,1.9,2.18,2.1
9650,1.9,2.18,2.1
9700,1.9,2.18,2.1
9750,1.9,2.18,2.1
9800,1.9,2.18,2.1
9850,1.9,2.18,2.1
9900,1.9,2.18,2.1
9950,1.9,2.18,2.1
10000,1.9,2.18,2.1
