Frequency (Hz),VS0 (Air core) RMS (V),VS1 (N1) RMS (V),VS2 (N2) RMS (V)
5350,1.95,2.24,2.28
5400,1.95,2.24,2.28
5450,1.95,2.24,2.27
5500,1.95,2.24,2.27
5550,1.95,2.24,2.27
5600,1.95,2.24,2.27
5650,1.95,2.24,2.27
5700,1.95,2.24,2.27
5750,1.95,2.24,2.27
5800,1.95,2.24,2.26
5850,1.95,2.24,2.26
5900,1.95,2.24,2.26
5950,1.95,2.24,2.26
6000,1.95,2.24,2.26
6050,1.95,2.24,2.26
6100,1.95,2.24,2.25
6150,1.95,2.24,2.25
6200,1.95,2.24,2.25
6250,1.95,2.24,2.25
6300,1.95,2.24,2.25
6350,1.95,2.24,2.25
6400,1.95,2.24,2.25
6450,1.95,2.24,2.24
6500,1.95,2.24,2.24
6550,1.95,2.24,2.24
6600,1.96,2.24,2.24
6650,1.95,2.24,2.24
6700,1.96,2.24,2.24
6750,1.96,2.24,2.24
6800,1.96,2.24,2.23
6850,1.96,2.24,2.23
6900,1.96,2.24,2.23
6950,1.96,2.24,2.23
7000,1.96,2.24,2.23
7050,1.96,2.24,2.23
7100,1.96,2.24,2.23
7150,1.96,2.23,2.22
7200,1.96,2.24,2.22
7250,1.96,2.23,2.22
7300,1.96,2.23,2.22
7350,1.96,2.23,2.22
7400,1.96,2.23,2.22
7450,1.96,2.23,2.22
7500,1.96,2.23,2.21
7550,1.96,2.23,2.21
7600,1.96,2.23,2.21
7650,1.96,2.23,2.21
7700,1.96,2.23,2.21
7750,1.96,2.23,2.21
7800,1.96,2.23,2.21
7850,1.96,2.23,2.2
7900,1.96,2.23,2.2
7950,1.96,2.23,2.2
8000,1.96,2.23,2.2
8050,1.96,2.23,2.2
8100,1.96,2.23,2.2
8150,1.96,2.23,2.2
8200,1.96,2.23,2.19
8250,1.96,2.23,2.19
8300,1.96,2.23,2.19
8350,1.96,2.23,2.19
8400,1.96,2.23,2.19
8450,1.96,2.23,2.19
8500,1.96,2.23,2.19
8550,1.96,2.23,2.19
8600,1.96,2.23,2.18
8650,1.96,2.23,2.18
8700,1.96,2.23,2.18
8750,1.96,2.23,2.18
8800,1.96,2.23,2.18
8850,1.96,2.23,2.18
8900,1.96,2.23,2.18
8950,1.96,2.23,2.17
9000,1.96,2.23,2.17
9050,1.96,2.23,2.17
9100,1.96,2.23,2.17
9150,1.96,2.22,2.17
9200,1.96,2.22,2.17
9250,1.96,2.22,2.17
9300,1.96,2.22,2.16
9350,1.96,2.22,2.16
9400,1.96,2.22,2.16
9450,1.96,2.22,2.16
9500,1.96,2.22,2.16
9550,1.96,2.22,2.16
9600,1.96,2.22,2.16
9650,1.96,2.22,2.15
9700,1.96,2.22,2.15
9750,1.96,2.22,2.15
9800,1.96,2.22,2.15
9850,1.96,2.22,2.15
9900,1.96,2.22,2.15
9950,1.96,2.22,2.15
10000,1.96,2.22,2.14
